"ANO","MES","BERCO","TIPO_INSTALACAO","TERMINAL","PERFIL_CARGA","TIPO_MOVIMENTO","NAVEGACAO","SENTIDO_CARGA","CARGA","TONELADAS","TEUS","UNIDADES"
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,DESCARGA TRANSBO,OUTRAS MERCADORIAS,8.31,1,1
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,DESEMBARQUE,OUTRAS MERCADORIAS,24.002,4,4
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE,PETRÓLEO E DERIVADOS,44.02,2,2
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE,PRODUTOS QUÍMICOS,59.42,2,2
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE TRANSBO,OUTRAS MERCADORIAS,51.59,2,2
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA REMOCAO,OUTRAS MERCADORIAS,24.559,5,3
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,OUTRAS MERCADORIAS,126.145,5,5
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,30.43,2,2
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS DA INDÚSTRIA QUÍMICA,29.084,2,1
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,1839.287,69,69
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,SAL,882.439,30,30
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,OUTRAS MERCADORIAS,1132.99,74,57
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,PRODUTOS DA INDÚSTRIA QUÍMICA,62.46,5,3
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,PRODUTOS QUÍMICOS,15.72,1,1
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,OUTRAS MERCADORIAS,47.21,2,2
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,OUTRAS MERCADORIAS,19.7,1,1
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,SAL,26.07,2,1
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,SEM CARGAS,84.48,38,38
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE REMOCAO,OUTRAS MERCADORIAS,24.559,5,3
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE TRANSBO,GRÃOS E FARELO,35.41,2,2
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE TRANSBO,OUTRAS MERCADORIAS,1301.533,73,52
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE TRANSBO,PRODUTOS DA INDÚSTRIA QUÍMICA,70.84,3,3
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE TRANSBO,PRODUTOS QUÍMICOS,348.654,15,15
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE TRANSBO,SEM CARGAS,26.53,12,12
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA REMOCAO,OUTRAS MERCADORIAS,81.204,10,5
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA REMOCAO,SEM CARGAS,107.21,56,28
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,OUTRAS MERCADORIAS,1679.777,118,59
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,3154.55,234,117
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS DA INDÚSTRIA QUÍMICA,697.452,48,24
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,SAL,301.238,20,10
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,SEM CARGAS,106.4,54,27
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,GRÃOS E FARELO,43.51,4,2
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,OUTRAS MERCADORIAS,1464.15,150,75
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,PRODUTOS QUÍMICOS,72.84,6,3
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE REMOCAO,OUTRAS MERCADORIAS,81.204,10,5
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE REMOCAO,SEM CARGAS,107.21,56,28
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE TRANSBO,GRÃOS E FARELO,60.8,4,2
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE TRANSBO,OUTRAS MERCADORIAS,2156.524,148,74
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA REMOCAO,OUTRAS MERCADORIAS,23.227,2,1
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,6.87,2,1
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,SEM CARGAS,155.0,62,31
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE REMOCAO,OUTRAS MERCADORIAS,23.227,2,1
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE TRANSBO,SEM CARGAS,129.64,60,30
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,SEM CARGAS,10.0,4,2
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,SEM CARGAS,97.6,48,24
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,OUTRAS MERCADORIAS,83.89,3,3
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,28.42,1,1
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS QUÍMICOS,244.075,10,10
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,PETRÓLEO E DERIVADOS,225.07,9,9
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,OUTRAS MERCADORIAS,24.59,1,1
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,PRODUTOS DA INDÚSTRIA QUÍMICA,99.48,4,4
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,PRODUTOS QUÍMICOS,29.34,1,1
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE TRANSBO,PETRÓLEO E DERIVADOS,22.44,1,1
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE TRANSBO,OUTRAS MERCADORIAS,97.9,4,4
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE TRANSBO,PRODUTOS DA INDÚSTRIA QUÍMICA,23.32,1,1
"2023","04",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,DESCARGA TRANSBO,GRÃOS E FARELO,22.35,1,1
"2023","04",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,DESCARGA TRANSBO,OUTRAS MERCADORIAS,7958.056,298,298
"2023","04",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,DESCARGA TRANSBO,PRODUTOS DA INDÚSTRIA QUÍMICA,27.74,3,3
"2023","04",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,DESCARGA TRANSBO,PRODUTOS QUÍMICOS,46.68,2,2
"2023","04",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,DESCARGA TRANSBO,OUTRAS MERCADORIAS,24.0,1,1
"2023","04",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,DESCARGA TRANSBO,FERTILIZANTES,53.95,2,2
"2023","04",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,DESEMBARQUE,OUTRAS MERCADORIAS,414.69,26,26
"2023","04",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE,OUTRAS MERCADORIAS,903.08,40,39
"2023","04",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE TRANSBO,OUTRAS MERCADORIAS,29.82,2,1
"2023","04",TECON I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA REMOCAO,OUTRAS MERCADORIAS,62.1,7,7
"2023","04",TECON I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA REMOCAO,PRODUTOS DA INDÚSTRIA QUÍMICA,18.787,2,2
"2023","04",TECON I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA REMOCAO,OUTRAS MERCADORIAS,188.168,18,18
"2023","04",TECON I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,GRÃOS E FARELO,260.96,12,12
"2023","04",TECON I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,OUTRAS MERCADORIAS,1574.97,73,69
"2023","04",TECON I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,PRODUTOS DA INDÚSTRIA QUÍMICA,50.0,2,2
"2023","04",TECON I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,OUTRAS MERCADORIAS,125.0,5,5
"2023","04",TECON I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,SEM CARGAS,2.2,1,1
"2023","04",TECON I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,SEM CARGAS,48.69,26,13
"2023","04",TECON I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE REMOCAO,OUTRAS MERCADORIAS,62.1,7,7
"2023","04",TECON I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE REMOCAO,PRODUTOS DA INDÚSTRIA QUÍMICA,18.787,2,2
"2023","04",TECON I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE REMOCAO,OUTRAS MERCADORIAS,188.168,18,18
"2023","04",TECON I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE TRANSBO,OUTRAS MERCADORIAS,69.07,7,7
"2023","04",TECON I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE TRANSBO,PRODUTOS QUÍMICOS,48.39,2,2
"2023","04",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,DESCARGA TRANSBO,OUTRAS MERCADORIAS,110.27,9,5
"2023","04",TECON I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA REMOCAO,OUTRAS MERCADORIAS,110.27,9,5
"2023","04",TECON I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,SEM CARGAS,31.1,13,11
"2023","04",TECON I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE REMOCAO,OUTRAS MERCADORIAS,110.27,9,5
"2023","04",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,DESCARGA TRANSBO,GRÃOS E FARELO,770.95,52,26
"2023","04",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,DESCARGA TRANSBO,OUTRAS MERCADORIAS,1405.53,106,53
"2023","04",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,DESCARGA TRANSBO,PRODUTOS DA INDÚSTRIA QUÍMICA,52.96,4,2
"2023","04",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE,OUTRAS MERCADORIAS,6430.92,626,313
"2023","04",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE,PETRÓLEO E DERIVADOS,63.73,4,2
"2023","04",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE,PRODUTOS DA INDÚSTRIA QUÍMICA,54.01,4,2
"2023","04",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE,PRODUTOS QUÍMICOS,873.87,56,28
"2023","04",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE,OUTRAS MERCADORIAS,529.01,36,18
"2023","04",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE,OUTRAS MERCADORIAS,108.96,12,6
"2023","04",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE TRANSBO,OUTRAS MERCADORIAS,56.77,4,2
"2023","04",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE TRANSBO,OUTRAS MERCADORIAS,55.64,4,2
"2023","04",TECON I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA REMOCAO,GRÃOS E FARELO,23.55,2,1
"2023","04",TECON I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA REMOCAO,OUTRAS MERCADORIAS,80.38,8,4
"2023","04",TECON I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA REMOCAO,PRODUTOS DA INDÚSTRIA QUÍMICA,52.96,4,2
"2023","04",TECON I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,GRÃOS E FARELO,30.58,2,1
"2023","04",TECON I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,ETANOL,91.34,6,3
"2023","04",TECON I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,OUTRAS MERCADORIAS,629.35,58,29
"2023","04",TECON I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,1544.7,104,52
"2023","04",TECON I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,57.85,4,2
"2023","04",TECON I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,SEM CARGAS,2095.34,1054,527
"2023","04",TECON I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE REMOCAO,GRÃOS E FARELO,23.55,2,1
"2023","04",TECON I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE REMOCAO,OUTRAS MERCADORIAS,80.38,8,4
"2023","04",TECON I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE REMOCAO,PRODUTOS DA INDÚSTRIA QUÍMICA,52.96,4,2
"2023","04",TECON I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE TRANSBO,OUTRAS MERCADORIAS,566.96,56,28
"2023","04",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE,OUTRAS MERCADORIAS,22.8,2,1
"2023","04",TECON I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,SEM CARGAS,5.18,2,2
"2023","04",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE,OUTRAS MERCADORIAS,30.27,1,1
"2023","04",TECON I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,SEM CARGAS,113.49,56,28
"2023","04",TECON I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE TRANSBO,OUTRAS MERCADORIAS,91.04,7,4
"2023","04",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,DESCARGA TRANSBO,PRODUTOS QUÍMICOS,52.4,2,2
"2023","04",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE,OUTRAS MERCADORIAS,168.34,10,10
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,DESCARGA TRANSBO,OUTRAS MERCADORIAS,146.877,5,5
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,DESEMBARQUE,OUTRAS MERCADORIAS,1152.188,56,43
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,DESEMBARQUE,OUTRAS MERCADORIAS,52.696,2,2
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,DESEMBARQUE,SEM CARGAS,91.21,42,42
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE,OUTRAS MERCADORIAS,2483.54,101,92
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE,PRODUTOS QUÍMICOS,87.78,3,3
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE,OUTRAS MERCADORIAS,483.89,17,17
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE TRANSBO,OUTRAS MERCADORIAS,474.274,36,25
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE TRANSBO,PRODUTOS QUÍMICOS,187.74,9,8
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE TRANSBO,OUTRAS MERCADORIAS,185.82,12,6
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,DESCARGA TRANSBO,OUTRAS MERCADORIAS,5.105,2,1
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE TRANSBO,OUTRAS MERCADORIAS,482.485,28,14
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,DESCARGA TRANSBO,OUTRAS MERCADORIAS,806.157,100,50
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,DESEMBARQUE,OUTRAS MERCADORIAS,11260.707,1306,653
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,DESEMBARQUE,PRODUTOS DA INDÚSTRIA QUÍMICA,27.1,2,1
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,DESEMBARQUE,PRODUTOS QUÍMICOS,139.163,10,5
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,DESEMBARQUE,OUTRAS MERCADORIAS,310.492,24,12
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,DESEMBARQUE,SEM CARGAS,130.94,70,35
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE,OUTRAS MERCADORIAS,6390.78,580,290
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE,PRODUTOS DA INDÚSTRIA QUÍMICA,121.18,10,5
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE,PRODUTOS QUÍMICOS,48.74,4,2
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE,OUTRAS MERCADORIAS,688.19,46,23
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE,OUTRAS MERCADORIAS,34.48,4,2
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE TRANSBO,OUTRAS MERCADORIAS,860.2,68,34
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,DESCARGA TRANSBO,CARNES,32.15,2,1
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE,CARNES,31.35,2,1
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE,CARNES,158.84,10,5
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE,OUTRAS MERCADORIAS,391.83,26,13
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE,ÓLEO DE ORIGEM VEGETAL,26.2,2,1
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE TRANSBO,OUTRAS MERCADORIAS,96.573,10,5
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,DESEMBARQUE,OUTRAS MERCADORIAS,29.45,1,1
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE TRANSBO,OUTRAS MERCADORIAS,51.85,2,2
"2023","04",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,CABOTAGEM,DESEMBARQUE,OUTRAS MERCADORIAS,7.651,1,1
"2023","04",BTP II, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA REMOCAO,SEM CARGAS,36.3,22,11
"2023","04",BTP II, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,SEM CARGAS,220.0,100,100
"2023","04",BTP II, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,OUTRAS MERCADORIAS,1543.64,108,54
"2023","04",BTP II, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,GRÃOS E FARELO,1624.03,73,71
"2023","04",BTP II, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,FERTILIZANTES,19.66,1,1
"2023","04",BTP II, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,OUTRAS MERCADORIAS,5201.08,360,203
"2023","04",BTP II, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,PRODUTOS DA INDÚSTRIA QUÍMICA,46.6,4,2
"2023","04",BTP II, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,PRODUTOS QUÍMICOS,269.68,10,10
"2023","04",BTP II, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,PRODUTOS QUÍMICOS,739.88,33,33
"2023","04",BTP II, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,OUTRAS MERCADORIAS,48.37,5,3
"2023","04",BTP II, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,ÓLEO DE ORIGEM VEGETAL,107.51,4,4
"2023","04",BTP II, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,AÇÚCAR,7221.76,248,247
"2023","04",BTP II, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,ÓLEO DE ORIGEM VEGETAL,1396.83,58,58
"2023","04",BTP II, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE REMOCAO,SEM CARGAS,36.3,22,11
