"ANO","MES","BERCO","TIPO_INSTALACAO","TERMINAL","PERFIL_CARGA","TIPO_MOVIMENTO","NAVEGACAO","SENTIDO_CARGA","CARGA","TONELADAS","TEUS","UNIDADES"
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA REMOCAO,OUTRAS MERCADORIAS,957.584,35,34
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,OUTRAS MERCADORIAS,928.47,49,38
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,PRODUTOS DA INDÚSTRIA QUÍMICA,126.77,8,6
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,PRODUTOS QUÍMICOS,6.506,1,1
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,VEÍCULOS,8.808,1,1
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,CELULOSE,8.07,1,1
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PETRÓLEO E DERIVADOS,65.1,3,3
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PETRÓLEO E DERIVADOS,93.81,4,4
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,1489.11,121,75
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS DA INDÚSTRIA QUÍMICA,113.7,10,7
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS QUÍMICOS,88.161,6,5
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,ÓLEO DE ORIGEM VEGETAL,544.48,24,24
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,OUTRAS MERCADORIAS,73.66,3,3
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE REMOCAO,OUTRAS MERCADORIAS,957.584,35,34
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,55.175,6,3
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA REMOCAO,OUTRAS MERCADORIAS,266.618,30,15
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,OUTRAS MERCADORIAS,475.303,52,26
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,PRODUTOS DA INDÚSTRIA QUÍMICA,115.001,10,5
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,VEÍCULOS,27.149,2,1
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,CELULOSE,113.18,8,4
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PETRÓLEO E DERIVADOS,22.25,2,1
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,FERTILIZANTES,11.25,2,1
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,2232.268,212,106
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS DA INDÚSTRIA QUÍMICA,69.38,6,3
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS QUÍMICOS,22.48,2,1
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,ÓLEO DE ORIGEM VEGETAL,57.34,4,2
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE REMOCAO,OUTRAS MERCADORIAS,266.618,30,15
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,OUTRAS MERCADORIAS,15.98,2,1
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,56.62,8,4
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,OUTRAS MERCADORIAS,56.9,4,2
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,11.93,3,2
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,SEM CARGAS,85.81,29,29
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,PRODUTOS QUÍMICOS,17.6,1,1
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,ÓLEO DE ORIGEM VEGETAL,76.91,3,3
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,136.72,6,6
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS DA INDÚSTRIA QUÍMICA,424.74,16,16
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS QUÍMICOS,174.57,7,7
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,FERTILIZANTES,69.2,5,4
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PETRÓLEO E DERIVADOS,171.85,8,8
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,1362.79,95,84
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS DA INDÚSTRIA QUÍMICA,107.3,6,6
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS QUÍMICOS,324.68,13,13
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS QUÍMICOS,689.1,36,36
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,634.65,32,32
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS QUÍMICOS,27.3,1,1
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,VEÍCULOS,3.05,1,1
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,241.6,22,11
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,CELULOSE,55.9,4,2
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,FERTILIZANTES,163.5,12,6
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,4851.93,498,249
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS DA INDÚSTRIA QUÍMICA,550.44,46,23
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS QUÍMICOS,84.4,8,4
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS QUÍMICOS,621.88,46,23
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,VEÍCULOS,168.4,14,7
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,936.05,84,42
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS QUÍMICOS,260.7,16,8
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS QUÍMICOS,7.1,2,1
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,SEM CARGAS,1107.95,490,245
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS QUÍMICOS,101.0,6,3
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,15.6,2,1
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,22.0,2,1
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,167.45,6,6
"2023","01",EPORT II, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS QUÍMICOS,23.7,1,1
"2023","01",BTP II, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA REMOCAO,OUTRAS MERCADORIAS,1371.977,208,108
"2023","01",BTP II, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,OUTRAS MERCADORIAS,859.339,76,40
"2023","01",BTP II, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,PRODUTOS QUÍMICOS,13.562,2,1
"2023","01",BTP II, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,FERTILIZANTES,45.45,3,2
"2023","01",BTP II, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PETRÓLEO E DERIVADOS,90.962,4,4
"2023","01",BTP II, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,16559.572,1647,946
"2023","01",BTP II, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS DA INDÚSTRIA QUÍMICA,112.888,7,5
"2023","01",BTP II, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS QUÍMICOS,390.75,18,18
"2023","01",BTP II, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS QUÍMICOS,1802.727,95,76
"2023","01",BTP II, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,166.299,7,7
"2023","01",BTP II, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,FERTILIZANTES,18.838,1,1
"2023","01",BTP II, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE REMOCAO,OUTRAS MERCADORIAS,1371.977,208,108
"2023","01",BTP II, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE TRANSBO,PRODUTOS QUÍMICOS,53.751,3,3
"2023","01",BTP II, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA REMOCAO,OUTRAS MERCADORIAS,18.316,4,2
"2023","01",BTP II, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,154.699,12,6
"2023","01",BTP II, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS QUÍMICOS,34.65,2,1
"2023","01",BTP II, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE REMOCAO,OUTRAS MERCADORIAS,18.316,4,2
"2023","01",BTP II, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE TRANSBO,OUTRAS MERCADORIAS,11.3,1,1
"2023","01",BTP II, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA REMOCAO,OUTRAS MERCADORIAS,249.841,38,20
"2023","01",BTP II, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PETRÓLEO E DERIVADOS,93.65,6,3
"2023","01",BTP II, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,3717.35,319,160
"2023","01",BTP II, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,CARNES,201.912,12,6
"2023","01",BTP II, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS DA INDÚSTRIA QUÍMICA,255.362,16,8
"2023","01",BTP II, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS QUÍMICOS,134.287,8,5
"2023","01",BTP II, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,124.775,8,4
"2023","01",BTP II, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS QUÍMICOS,33.85,2,1
"2023","01",BTP II, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE REMOCAO,OUTRAS MERCADORIAS,249.841,38,20
"2023","01",BTP II, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,105.0,4,3
"2023","01",BTP II, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE TRANSBO,OUTRAS MERCADORIAS,16.925,2,1
"2023","01",BTP II, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,149.951,6,6
"2023","01",BTP II, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS DA INDÚSTRIA QUÍMICA,23.75,1,1
"2023","01",BTP II, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS QUÍMICOS,24.4,1,1
"2023","01",BTP II, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,ÓLEO DE ORIGEM VEGETAL,199.012,8,8
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA REMOCAO,OUTRAS MERCADORIAS,1151.929,105,53
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,PETRÓLEO E DERIVADOS,67.448,3,3
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,OUTRAS MERCADORIAS,11528.33,923,503
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,PRODUTOS DA INDÚSTRIA QUÍMICA,191.899,14,9
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,PRODUTOS QUÍMICOS,75.07,8,4
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,PRODUTOS QUÍMICOS,360.471,18,15
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,OUTRAS MERCADORIAS,142.679,5,5
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,VEÍCULOS,18.341,5,3
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,CELULOSE,675.69,42,21
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS QUÍMICOS,71.3,6,3
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,11731.104,962,526
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS DA INDÚSTRIA QUÍMICA,692.876,36,28
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS QUÍMICOS,436.649,36,19
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS QUÍMICOS,780.387,51,30
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,VEÍCULOS,3.088,1,1
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,FERTILIZANTES,141.262,12,6
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,ÓLEO DE ORIGEM VEGETAL,47.062,2,2
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,SEM CARGAS,220.0,100,100
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE REMOCAO,OUTRAS MERCADORIAS,1151.929,105,53
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,CARNES,33.33,2,1
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,OUTRAS MERCADORIAS,311.548,24,12
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,CARNES,302.174,22,11
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,120.59,10,5
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,CARNES,25.75,2,1
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA REMOCAO,SEM CARGAS,3.8,2,1
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,OUTRAS MERCADORIAS,46.438,8,4
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE REMOCAO,SEM CARGAS,3.8,2,1
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA REMOCAO,OUTRAS MERCADORIAS,9.901,2,1
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,CARNES,30.692,2,1
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,CARNES,32.686,2,1
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,OUTRAS MERCADORIAS,24.93,4,2
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,PRODUTOS DA INDÚSTRIA QUÍMICA,45.898,6,3
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,126.55,12,6
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS QUÍMICOS,44.062,4,2
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE REMOCAO,OUTRAS MERCADORIAS,9.901,2,1
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA REMOCAO,OUTRAS MERCADORIAS,81.133,6,6
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,PRODUTOS QUÍMICOS,214.9,10,10
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS QUÍMICOS,44.025,2,2
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PETRÓLEO E DERIVADOS,41.95,2,2
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,415.137,14,14
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS QUÍMICOS,578.388,24,24
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE REMOCAO,OUTRAS MERCADORIAS,81.133,6,6
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA REMOCAO,OUTRAS MERCADORIAS,16.71,3,2
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,SEM CARGAS,4.4,2,2
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,GRÃOS E FARELO,5979.65,257,257
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,CELULOSE,914.78,64,32
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,ETANOL,308.36,17,15
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,PRODUTOS QUÍMICOS,46.7,2,2
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,OUTRAS MERCADORIAS,5902.26,439,243
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,PRODUTOS DA INDÚSTRIA QUÍMICA,137.19,9,5
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,PRODUTOS QUÍMICOS,99.02,5,4
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,PRODUTOS QUÍMICOS,809.13,31,31
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,OUTRAS MERCADORIAS,449.09,19,18
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,AÇÚCAR,1078.96,37,37
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,GRÃOS E FARELO,28.12,2,1
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE REMOCAO,OUTRAS MERCADORIAS,16.71,3,2
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE TRANSBO,SEM CARGAS,710.6,323,323
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA REMOCAO,OUTRAS MERCADORIAS,479.669,30,15
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,CARNES,521.74,32,16
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,CARNES,133.63,8,4
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,CARNES,202.27,12,6
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,OUTRAS MERCADORIAS,398.27,24,12
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,SUCOS,101.56,6,3
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE REMOCAO,OUTRAS MERCADORIAS,479.669,30,15
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,OUTRAS MERCADORIAS,11.3,1,1
